Date,Category,Amount,Type
06/03/2018 00:00:00,health,1720,Expense
06/03/2018 00:00:00,family,500,Expense
06/03/2018 00:00:00,documents,500,Expense
06/03/2018 00:00:00,restaurants,6581,Expense
06/04/2018 00:00:00,money transfer,245000,Expense
06/04/2018 00:00:00,movies & dvds,1176,Expense
06/04/2018 00:00:00,mortgage & rent,124744,Expense
06/04/2018 00:00:00,credit card payment,23518,Expense
06/04/2018 00:00:00,groceries,2412,Expense
06/05/2018 00:00:00,other,30000,Expense
06/06/2018 00:00:00,coffee shops,40,Expense
06/07/2018 00:00:00,transportation,1000,Expense
06/07/2018 00:00:00,food,7600,Expense
06/08/2018 00:00:00,beauty,1000,Expense
06/08/2018 00:00:00,utilities,300,Expense
06/08/2018 00:00:00,paycheck,20000,Expense
06/09/2018 00:00:00,food,550,Expense
06/09/2018 00:00:00,fast food,1618,Expense
06/09/2018 00:00:00,music,1069,Expense
06/09/2018 00:00:00,groceries,956,Expense
06/10/2018 00:00:00,groceries,4601,Expense
06/12/2018 00:00:00,groceries,1255,Expense
06/12/2018 00:00:00,mobile phone,8946,Expense
06/13/2018 00:00:00,small cap fund 1,50000,Expense
06/13/2018 00:00:00,small cap fund 2,50000,Expense
06/14/2018 00:00:00,groceries,702,Expense
06/14/2018 00:00:00,credit card payment,28344,Expense
06/15/2018 00:00:00,utilities,600,Expense
06/15/2018 09:24:00,transportation,12136,Expense
06/15/2018 21:19:00,subscription,150,Expense
06/16/2018 00:00:00,groceries,139,Expense
06/16/2018 00:00:00,fast food,2266,Expense
06/16/2018 00:00:00,coffee shops,30,Expense
06/16/2018 09:01:00,share market,85000,Expense
06/18/2018 00:00:00,utilities,350,Expense
06/18/2018 22:18:00,subscription,150,Expense
06/19/2018 00:00:00,gas & fuel,3852,Expense
06/19/2018 00:00:00,groceries,269,Expense
06/19/2018 10:25:00,subscription,250,Expense
06/19/2018 13:24:00,family,20000,Expense
06/20/2018 00:00:00,auto insurance,750,Expense
06/20/2018 00:00:00,haircut,300,Expense
06/20/2018 00:00:00,credit card payment,8945,Expense
06/21/2018 00:00:00,credit card payment,8945,Expense
06/22/2018 00:00:00,paycheck,20000,Expense
06/22/2018 15:32:00,subscription,1810,Expense
06/23/2018 00:00:00,restaurants,85,Expense
06/23/2018 00:00:00,shopping,7497,Expense
06/23/2018 10:15:00,transportation,300,Expense
06/23/2018 19:25:00,subscription,25450,Expense
06/24/2018 11:00:00,food,600,Expense
06/24/2018 11:29:00,subscription,1570,Expense
06/24/2018 13:31:00,transportation,300,Expense
06/24/2018 14:37:00,health,21175,Expense
06/24/2018 16:11:00,food,720,Expense
06/24/2018 16:11:00,food,180,Expense
06/24/2018 16:11:00,transportation,400,Expense
06/25/2018 00:00:00,internet,7499,Expense
06/25/2018 00:00:00,credit card payment,94276,Expense
06/25/2018 14:23:00,household,20740,Expense
06/25/2018 15:09:00,food,3200,Expense
06/26/2018 00:00:00,groceries,962,Expense
06/26/2018 11:44:00,food,300,Expense
06/26/2018 11:45:00,food,200,Expense
06/26/2018 11:47:00,transportation,200,Expense
06/26/2018 12:49:00,household,700,Expense
06/26/2018 17:25:00,household,130500,Expense
06/26/2018 19:47:00,transportation,300,Expense
06/26/2018 19:47:00,household,19900,Expense
06/27/2018 00:00:00,coffee shops,35,Expense
06/27/2018 00:00:00,fast food,2266,Expense
06/27/2018 06:30:00,saving bank account 1,254959,Expense
06/27/2018 13:59:00,transportation,300,Expense
06/27/2018 14:00:00,transportation,800,Expense
06/27/2018 18:18:00,transportation,250,Expense
06/27/2018 18:19:00,apparel,5500,Expense
06/27/2018 18:43:00,apparel,4500,Expense
06/27/2018 18:46:00,other,47200,Expense
06/27/2018 18:46:00,household,1000,Expense
06/27/2018 18:48:00,household,1000,Expense
06/27/2018 18:53:00,food,140,Expense
06/27/2018 19:11:00,other,30000,Expense
06/27/2018 21:32:00,tourism,30885,Expense
06/28/2018 00:00:00,groceries,757,Expense
06/28/2018 10:08:00,apparel,6482,Expense
06/28/2018 15:06:00,transportation,2280,Expense
06/28/2018 18:35:00,food,700,Expense
06/28/2018 20:44:00,food,4550,Expense
06/29/2018 15:28:00,household,2700,Expense
06/29/2018 16:10:00,household,500,Expense
06/29/2018 16:13:00,household,700,Expense
06/29/2018 17:01:00,dividend earned on shares,440,Expense
06/30/2018 08:44:00,salary,651220,Expense
06/30/2018 08:45:00,interest,3420,Expense
06/30/2018 08:45:00,dividend earned on shares,430,Expense
06/30/2018 18:47:00,household,12000,Expense
07/01/2018 00:00:00,shopping,1313,Expense
07/01/2018 00:00:00,food,200,Expense
07/01/2018 00:00:00,transportation,200,Expense
07/01/2018 00:00:00,equity mutual fund e,10000,Expense
07/02/2018 00:00:00,equity mutual fund e,10000,Expense
07/02/2018 00:00:00,mortgage & rent,124744,Expense
07/02/2018 00:00:00,restaurants,3644,Expense
07/02/2018 00:00:00,movies & dvds,250,Expense
07/03/2018 00:00:00,festivals,200,Expense
07/03/2018 00:00:00,food,300,Expense
07/04/2018 00:00:00,food,360,Expense
07/04/2018 00:00:00,movies & dvds,1176,Expense
07/04/2018 00:00:00,gas & fuel,3448,Expense
07/04/2018 00:00:00,household,240,Expense
07/04/2018 00:00:00,household,18570,Expense
07/04/2018 00:00:00,equity mutual fund e,10000,Expense
07/05/2018 00:00:00,shopping,21232,Expense
07/05/2018 00:00:00,groceries,4425,Expense
07/05/2018 00:00:00,equity mutual fund e,10000,Expense
07/05/2018 00:00:00,food,4300,Expense
07/05/2018 00:00:00,food,720,Expense
07/05/2018 00:00:00,subscription,5150,Expense
07/05/2018 00:00:00,household,10860,Expense
07/05/2018 00:00:00,transportation,200,Expense
07/06/2018 00:00:00,paycheck,20000,Expense
07/06/2018 00:00:00,movies & dvds,641,Expense
07/06/2018 00:00:00,equity mutual fund e,10000,Expense
07/07/2018 00:00:00,equity mutual fund e,10000,Expense
07/07/2018 00:00:00,subscription,1960,Expense
07/07/2018 00:00:00,transportation,100,Expense
07/07/2018 00:00:00,food,20,Expense
07/08/2018 00:00:00,equity mutual fund e,10000,Expense
07/08/2018 00:00:00,credit card payment,25987,Expense
07/09/2018 00:00:00,food,370,Expense
07/09/2018 00:00:00,credit card payment,24216,Expense
07/09/2018 00:00:00,credit card payment,25987,Expense
07/09/2018 00:00:00,music,1069,Expense
07/09/2018 00:00:00,equity mutual fund e,10000,Expense
07/10/2018 00:00:00,credit card payment,24216,Expense
07/10/2018 00:00:00,groceries,539,Expense
07/10/2018 00:00:00,utilities,300,Expense
07/11/2018 00:00:00,mobile phone,8946,Expense
07/13/2018 00:00:00,small cap fund 2,50000,Expense
07/13/2018 00:00:00,small cap fund 1,50000,Expense
07/13/2018 09:36:00,health,13580,Expense
07/13/2018 14:02:00,transportation,1880,Expense
07/14/2018 00:00:00,gas & fuel,3351,Expense
07/14/2018 18:10:00,other,20000,Expense
07/15/2018 00:00:00,gas & fuel,3624,Expense
07/15/2018 09:41:00,food,480,Expense
07/15/2018 18:01:00,food,5000,Expense
07/15/2018 19:12:00,food,300,Expense
07/16/2018 10:41:00,food,840,Expense
07/16/2018 10:43:00,household,11900,Expense
07/16/2018 17:51:00,apparel,840,Expense
07/17/2018 00:00:00,utilities,600,Expense
07/17/2018 00:00:00,fast food,1523,Expense
07/17/2018 00:00:00,utilities,350,Expense
07/18/2018 00:00:00,auto insurance,750,Expense
07/18/2018 00:00:00,alcohol & bars,2854,Expense
07/18/2018 20:26:00,food,2160,Expense
07/19/2018 20:25:00,food,400,Expense
07/20/2018 00:00:00,paycheck,20000,Expense
07/20/2018 00:00:00,credit card payment,10288,Expense
07/20/2018 00:00:00,credit card payment,6143,Expense
07/20/2018 09:11:00,health,10480,Expense
07/20/2018 12:29:00,health,870,Expense
07/20/2018 13:06:00,transportation,1550,Expense
07/20/2018 19:58:00,food,250,Expense
07/20/2018 19:59:00,food,250,Expense
07/20/2018 19:59:00,food,200,Expense
07/21/2018 00:00:00,groceries,2893,Expense
07/21/2018 00:00:00,haircut,300,Expense
07/21/2018 08:42:00,food,450,Expense
07/21/2018 18:37:00,food,600,Expense
07/21/2018 19:02:00,food,300,Expense
07/21/2018 19:02:00,household,3680,Expense
07/23/2018 00:00:00,fast food,958,Expense
07/23/2018 00:00:00,credit card payment,6143,Expense
07/23/2018 12:33:00,food,1000,Expense
07/23/2018 12:49:00,subscription,1540,Expense
07/24/2018 00:00:00,restaurants,2659,Expense
07/25/2018 00:00:00,internet,7499,Expense
07/26/2018 00:00:00,gas & fuel,3367,Expense
07/26/2018 13:44:00,tax refund,67800,Expense
07/26/2018 23:06:00,food,400,Expense
07/27/2018 18:39:00,other,8260,Expense
07/28/2018 00:00:00,groceries,761,Expense
07/28/2018 20:45:00,household,37500,Expense
07/28/2018 21:30:00,food,1950,Expense
07/28/2018 23:42:00,family,2000,Expense
07/28/2018 23:42:00,culture,48136,Expense
07/29/2018 10:12:00,food,1050,Expense
07/29/2018 11:38:00,transportation,400,Expense
07/29/2018 11:39:00,transportation,150,Expense
07/29/2018 15:52:00,transportation,500,Expense
07/29/2018 19:29:00,food,2600,Expense
07/30/2018 00:00:00,restaurants,3438,Expense
07/30/2018 11:49:00,food,250,Expense
07/30/2018 13:19:00,food,2120,Expense
07/30/2018 13:19:00,health,1320,Expense
07/30/2018 18:44:00,health,1000,Expense
07/31/2018 00:00:00,alcohol & bars,66,Expense
07/31/2018 09:05:00,salary,702550,Expense
07/31/2018 13:44:00,food,100,Expense
07/31/2018 13:45:00,maid,20000,Expense
07/31/2018 18:01:00,money transfer,300000,Expense
07/31/2018 21:52:00,apparel,910,Expense
08/01/2018 00:00:00,other,20000,Expense
08/01/2018 00:00:00,food,200,Expense
08/01/2018 00:00:00,household,13990,Expense
08/01/2018 00:00:00,food,1040,Expense
08/01/2018 00:00:00,household,1650,Expense
08/01/2018 00:00:00,shopping,1313,Expense
08/02/2018 00:00:00,food,690,Expense
08/02/2018 00:00:00,food,250,Expense
08/02/2018 00:00:00,food,350,Expense
08/02/2018 00:00:00,credit card payment,81627,Expense
08/02/2018 00:00:00,gas & fuel,4044,Expense
08/02/2018 00:00:00,mortgage & rent,124744,Expense
08/03/2018 00:00:00,groceries,627,Expense
08/03/2018 00:00:00,paycheck,20000,Expense
08/03/2018 00:00:00,food,400,Expense
08/03/2018 00:00:00,apparel,910,Expense
08/03/2018 00:00:00,subscription,5400,Expense
08/03/2018 00:00:00,petty cash,5000,Expense
08/03/2018 00:00:00,equity mutual fund e,10000,Expense
08/03/2018 00:00:00,food,360,Expense
08/04/2018 00:00:00,movies & dvds,1176,Expense
08/05/2018 00:00:00,beauty,500,Expense
08/05/2018 00:00:00,food,720,Expense
08/05/2018 00:00:00,food,5000,Expense
08/06/2018 00:00:00,shopping,7647,Expense
08/07/2018 00:00:00,health,1530,Expense
08/07/2018 00:00:00,health,5000,Expense
08/07/2018 00:00:00,food,300,Expense
08/07/2018 00:00:00,transportation,1300,Expense
08/07/2018 00:00:00,transportation,6750,Expense
08/07/2018 00:00:00,transportation,1850,Expense
08/09/2018 00:00:00,utilities,300,Expense
08/09/2018 00:00:00,family,400,Expense
08/09/2018 00:00:00,music,1069,Expense
08/10/2018 00:00:00,mobile phone,894,Expense
08/11/2018 00:00:00,fast food,1367,Expense
08/11/2018 00:00:00,gas & fuel,3366,Expense
08/13/2018 00:00:00,small cap fund 1,50000,Expense
08/13/2018 00:00:00,small cap fund 2,50000,Expense
08/13/2018 10:04:00,food,200,Expense
08/13/2018 10:04:00,food,100,Expense
08/13/2018 18:33:00,household,5940,Expense
08/13/2018 18:35:00,food,450,Expense
08/13/2018 18:36:00,household,2200,Expense
08/13/2018 18:37:00,household,1000,Expense
08/14/2018 09:46:00,food,1150,Expense
08/14/2018 09:48:00,apparel,560,Expense
08/14/2018 09:50:00,household,1600,Expense
08/14/2018 09:51:00,food,320,Expense
08/14/2018 10:04:00,family,300,Expense
08/14/2018 10:59:00,dividend earned on shares,1240,Expense
08/15/2018 00:00:00,utilities,600,Expense
08/15/2018 00:00:00,groceries,564,Expense
08/15/2018 00:00:00,gas & fuel,4107,Expense
08/15/2018 00:00:00,credit card payment,15938,Expense
08/15/2018 00:00:00,credit card payment,26956,Expense
08/15/2018 09:11:00,food,2160,Expense
08/15/2018 09:44:00,food,2900,Expense
08/16/2018 00:00:00,credit card payment,26956,Expense
08/16/2018 00:00:00,utilities,350,Expense
08/16/2018 19:08:00,subscription,1570,Expense
08/17/2018 00:00:00,paycheck,20000,Expense
08/17/2018 00:00:00,shopping,1498,Expense
08/17/2018 12:40:00,dividend earned on shares,220,Expense
08/17/2018 19:21:00,food,360,Expense
08/17/2018 20:06:00,food,200,Expense
08/18/2018 00:00:00,shopping,2347,Expense
08/19/2018 00:00:00,subscription,1990,Expense
08/20/2018 00:00:00,auto insurance,750,Expense
08/21/2018 00:00:00,credit card payment,9976,Expense
08/21/2018 00:00:00,credit card payment,3418,Expense
08/21/2018 16:15:00,food,360,Expense
08/21/2018 16:15:00,food,120,Expense
08/22/2018 00:00:00,credit card payment,3418,Expense
08/22/2018 00:00:00,life insurance,110430,Expense
08/22/2018 22:31:00,food,370,Expense
08/23/2018 19:55:00,food,600,Expense
08/23/2018 21:29:00,transportation,12054,Expense
08/23/2018 21:29:00,transportation,13054,Expense
08/24/2018 00:00:00,restaurants,4231,Expense
08/24/2018 13:34:00,festivals,10000,Expense
08/24/2018 20:17:00,food,360,Expense
08/24/2018 20:20:00,food,200,Expense
08/24/2018 22:12:00,other,10000,Expense
08/24/2018 22:13:00,food,11200,Expense
08/25/2018 21:04:00,apparel,910,Expense
08/26/2018 21:04:00,interest,300,Expense
08/27/2018 00:00:00,internet,7499,Expense
08/27/2018 10:52:00,food,360,Expense
08/27/2018 10:52:00,food,450,Expense
08/27/2018 10:52:00,food,600,Expense
08/27/2018 21:30:00,food,200,Expense
08/28/2018 19:16:00,dividend earned on shares,180,Expense
08/28/2018 21:04:00,dividend earned on shares,675,Expense
08/29/2018 12:11:00,food,360,Expense
08/29/2018 12:21:00,food,270,Expense
08/29/2018 12:21:00,food,150,Expense
08/30/2018 00:00:00,gas & fuel,3565,Expense
08/30/2018 21:09:00,household,3430,Expense
08/30/2018 21:10:00,food,780,Expense
08/31/2018 00:00:00,paycheck,20000,Expense
08/31/2018 00:00:00,groceries,1164,Expense
08/31/2018 09:26:00,food,360,Expense
08/31/2018 09:27:00,salary,702550,Expense
08/31/2018 10:01:00,food,51085,Expense
08/31/2018 15:12:00,gift,1180,Expense
08/31/2018 15:12:00,family,10000,Expense
09/01/2018 00:00:00,food,340,Expense
09/01/2018 00:00:00,food,690,Expense
09/01/2018 00:00:00,shopping,1313,Expense
09/01/2018 00:00:00,alcohol & bars,474,Expense
09/02/2018 00:00:00,apparel,980,Expense
09/02/2018 00:00:00,shopping,10983,Expense
09/04/2018 00:00:00,movies & dvds,1176,Expense
09/04/2018 00:00:00,mortgage & rent,124744,Expense
09/04/2018 00:00:00,credit card payment,68729,Expense
09/04/2018 00:00:00,food,720,Expense
09/04/2018 00:00:00,food,100,Expense
09/05/2018 00:00:00,subscription,1990,Expense
09/05/2018 00:00:00,food,360,Expense
09/05/2018 00:00:00,food,450,Expense
09/05/2018 00:00:00,subscription,120,Expense
09/06/2018 00:00:00,subscription,6670,Expense
09/07/2018 00:00:00,food,600,Expense
09/07/2018 00:00:00,food,200,Expense
09/07/2018 00:00:00,transportation,3600,Expense
09/07/2018 00:00:00,utilities,300,Expense
09/09/2018 00:00:00,alcohol & bars,180,Expense
09/09/2018 00:00:00,music,1069,Expense
09/11/2018 00:00:00,gas & fuel,3886,Expense
09/11/2018 00:00:00,groceries,787,Expense
09/12/2018 00:00:00,mobile phone,894,Expense
09/12/2018 00:00:00,groceries,4716,Expense
09/13/2018 00:00:00,small cap fund 2,50000,Expense
09/13/2018 00:00:00,small cap fund 1,50000,Expense
09/13/2018 00:00:00,groceries,564,Expense
09/13/2018 21:01:00,food,460,Expense
09/13/2018 21:01:00,other,830,Expense
09/13/2018 21:35:00,transportation,400,Expense
09/14/2018 00:00:00,credit card payment,13434,Expense
09/14/2018 00:00:00,paycheck,20000,Expense
09/14/2018 05:39:00,transportation,500,Expense
09/15/2018 06:34:00,subscription,2000,Expense
09/16/2018 17:15:00,festivals,2510,Expense
09/17/2018 00:00:00,utilities,350,Expense
09/17/2018 00:00:00,groceries,88,Expense
09/17/2018 00:00:00,groceries,1017,Expense
09/17/2018 23:41:00,subscription,190,Expense
09/18/2018 00:00:00,utilities,600,Expense
09/18/2018 00:00:00,groceries,432,Expense
09/19/2018 00:00:00,subscription,1990,Expense
09/19/2018 00:00:00,auto insurance,750,Expense
09/19/2018 00:00:00,haircut,300,Expense
09/20/2018 00:00:00,shopping,4738,Expense
09/20/2018 12:03:00,food,600,Expense
09/20/2018 12:04:00,transportation,300,Expense
09/22/2018 00:00:00,home improvement,694,Expense
09/22/2018 00:00:00,home improvement,683,Expense
09/25/2018 00:00:00,internet,7499,Expense
09/25/2018 00:00:00,restaurants,4864,Expense
09/26/2018 00:00:00,coffee shops,50,Expense
09/26/2018 00:00:00,gas & fuel,380,Expense
09/27/2018 00:00:00,gas & fuel,4071,Expense
09/28/2018 00:00:00,paycheck,20000,Expense
09/28/2018 00:00:00,groceries,1336,Expense
09/28/2018 00:00:00,credit card payment,28496,Expense
09/28/2018 00:00:00,credit card payment,12812,Expense
09/29/2018 00:00:00,restaurants,467,Expense
09/29/2018 00:00:00,restaurants,2326,Expense
10/01/2018 00:00:00,coffee shops,30,Expense
10/01/2018 00:00:00,shopping,1313,Expense
10/01/2018 00:00:00,groceries,1566,Expense
10/01/2018 00:00:00,food,400,Expense
10/01/2018 00:00:00,credit card payment,12812,Expense
10/02/2018 00:00:00,share market,48250,Expense
10/02/2018 00:00:00,mortgage & rent,120918,Expense
10/02/2018 00:00:00,credit card payment,12403,Expense
10/02/2018 00:00:00,food,690,Expense
10/03/2018 00:00:00,household,3000,Expense
10/03/2018 00:00:00,health,770,Expense
10/03/2018 00:00:00,food,720,Expense
10/03/2018 00:00:00,food,360,Expense
10/04/2018 00:00:00,food,700,Expense
10/04/2018 00:00:00,food,180,Expense
10/04/2018 00:00:00,movies & dvds,1176,Expense
10/04/2018 00:00:00,gift,2500,Expense
10/05/2018 00:00:00,other,9470,Expense
10/05/2018 00:00:00,food,800,Expense
10/06/2018 00:00:00,restaurants,270,Expense
10/06/2018 00:00:00,household,30000,Expense
10/07/2018 00:00:00,dividend earned on shares,1800,Expense
10/08/2018 00:00:00,home improvement,312,Expense
10/08/2018 00:00:00,gas & fuel,3806,Expense
10/08/2018 00:00:00,home improvement,8065,Expense
10/08/2018 00:00:00,family,350,Expense
10/09/2018 00:00:00,utilities,300,Expense
10/09/2018 00:00:00,food,360,Expense
10/09/2018 00:00:00,shopping,1998,Expense
10/09/2018 00:00:00,music,1069,Expense
10/10/2018 00:00:00,groceries,5368,Expense
10/11/2018 00:00:00,mobile phone,894,Expense
10/12/2018 00:00:00,paycheck,20000,Expense
10/16/2018 00:00:00,utilities,600,Expense
10/17/2018 00:00:00,utilities,350,Expense
10/18/2018 00:00:00,auto insurance,750,Expense
10/18/2018 00:00:00,groceries,3355,Expense
10/18/2018 00:00:00,home improvement,4524,Expense
10/18/2018 00:00:00,restaurants,80,Expense
10/21/2018 00:00:00,credit card payment,54437,Expense
10/22/2018 00:00:00,credit card payment,35383,Expense
10/22/2018 00:00:00,gas & fuel,3466,Expense
10/23/2018 00:00:00,groceries,757,Expense
10/25/2018 00:00:00,shopping,2998,Expense
10/25/2018 00:00:00,internet,7499,Expense
10/26/2018 00:00:00,paycheck,20000,Expense
10/27/2018 00:00:00,restaurants,254,Expense
10/28/2018 00:00:00,restaurants,540,Expense
10/28/2018 00:00:00,groceries,9249,Expense
10/28/2018 00:00:00,food & dining,1475,Expense
10/28/2018 00:00:00,alcohol & bars,1271,Expense
10/31/2018 00:00:00,groceries,564,Expense
11/01/2018 00:00:00,food,690,Expense
11/01/2018 00:00:00,shopping,1313,Expense
11/01/2018 00:00:00,food,420,Expense
11/02/2018 00:00:00,food,2350,Expense
11/02/2018 00:00:00,food,150,Expense
11/02/2018 00:00:00,transportation,400,Expense
11/02/2018 00:00:00,transportation,150,Expense
11/02/2018 00:00:00,mortgage & rent,120918,Expense
11/02/2018 00:00:00,credit card payment,26251,Expense
11/02/2018 00:00:00,transportation,300,Expense
11/03/2018 00:00:00,fast food,2366,Expense
11/04/2018 00:00:00,movies & dvds,1176,Expense
11/05/2018 00:00:00,gas & fuel,3651,Expense
11/05/2018 00:00:00,food,200,Expense
11/06/2018 00:00:00,shopping,5395,Expense
11/06/2018 00:00:00,utilities,300,Expense
11/06/2018 00:00:00,self-development,14070,Expense
11/06/2018 00:00:00,food,840,Expense
11/07/2018 00:00:00,food,570,Expense
11/08/2018 00:00:00,food,960,Expense
11/08/2018 00:00:00,groceries,564,Expense
11/09/2018 00:00:00,food,360,Expense
11/09/2018 00:00:00,food,6500,Expense
11/09/2018 00:00:00,paycheck,20000,Expense
11/09/2018 00:00:00,music,1069,Expense
11/09/2018 00:00:00,other,35000,Expense
11/10/2018 00:00:00,fast food,1419,Expense
11/10/2018 00:00:00,groceries,244,Expense
11/10/2018 00:00:00,alcohol & bars,270,Expense
11/12/2018 00:00:00,restaurants,2233,Expense
11/12/2018 00:00:00,groceries,1018,Expense
11/13/2018 00:00:00,groceries,48,Expense
11/13/2018 00:00:00,groceries,3743,Expense
11/13/2018 00:00:00,groceries,1015,Expense
11/13/2018 00:00:00,mobile phone,8954,Expense
11/14/2018 00:00:00,utilities,600,Expense
11/16/2018 00:00:00,utilities,350,Expense
11/17/2018 00:00:00,alcohol & bars,228,Expense
11/17/2018 00:00:00,home improvement,64,Expense
11/17/2018 00:00:00,restaurants,2326,Expense
11/17/2018 00:00:00,home improvement,1547,Expense
11/19/2018 00:00:00,alcohol & bars,200,Expense
11/19/2018 00:00:00,gas & fuel,2915,Expense
11/19/2018 00:00:00,home improvement,1002,Expense
11/20/2018 00:00:00,auto insurance,750,Expense
11/20/2018 00:00:00,credit card payment,42196,Expense
11/21/2018 00:00:00,home improvement,3741,Expense
11/21/2018 00:00:00,groceries,564,Expense
11/23/2018 00:00:00,paycheck,20000,Expense
11/26/2018 00:00:00,alcohol & bars,168,Expense
11/26/2018 00:00:00,internet,7499,Expense
11/27/2018 00:00:00,movies & dvds,170,Expense
11/27/2018 00:00:00,restaurants,284,Expense
11/29/2018 00:00:00,credit card payment,58299,Expense
11/29/2018 00:00:00,credit card payment,7515,Expense
11/30/2018 00:00:00,groceries,627,Expense
11/30/2018 00:00:00,credit card payment,58299,Expense
12/01/2018 00:00:00,share market,200000,Expense
12/01/2018 00:00:00,household,2260,Expense
12/01/2018 00:00:00,groceries,564,Expense
12/01/2018 00:00:00,restaurants,80,Expense
12/01/2018 00:00:00,shopping,1313,Expense
12/01/2018 00:00:00,health,5000,Expense
12/01/2018 00:00:00,equity mutual fund a,10000,Expense
12/02/2018 00:00:00,food,360,Expense
12/02/2018 00:00:00,food,300,Expense
12/02/2018 00:00:00,food,1620,Expense
12/03/2018 00:00:00,gas & fuel,3003,Expense
12/03/2018 00:00:00,transportation,12930,Expense
12/03/2018 00:00:00,mortgage & rent,120918,Expense
12/03/2018 00:00:00,groceries,14815,Expense
12/04/2018 00:00:00,fast food,2065,Expense
12/04/2018 00:00:00,movies & dvds,1176,Expense
12/04/2018 00:00:00,food,1300,Expense
12/04/2018 00:00:00,food,200,Expense
12/04/2018 00:00:00,household,1120,Expense
12/04/2018 00:00:00,subscription,1990,Expense
12/04/2018 00:00:00,coffee shops,30,Expense
12/05/2018 00:00:00,food,4370,Expense
12/05/2018 00:00:00,food,700,Expense
12/05/2018 00:00:00,food,480,Expense
12/05/2018 00:00:00,food,720,Expense
12/06/2018 00:00:00,utilities,400,Expense
12/06/2018 00:00:00,groceries,2138,Expense
12/06/2018 00:00:00,groceries,1348,Expense
12/07/2018 00:00:00,food,350,Expense
12/07/2018 00:00:00,haircut,300,Expense
12/07/2018 00:00:00,paycheck,20000,Expense
12/08/2018 00:00:00,groceries,1264,Expense
12/09/2018 00:00:00,music,1069,Expense
12/09/2018 00:00:00,subscription,6670,Expense
12/11/2018 00:00:00,restaurants,1029,Expense
12/12/2018 00:00:00,mobile phone,8954,Expense
12/13/2018 00:00:00,restaurants,270,Expense
12/14/2018 00:00:00,utilities,600,Expense
12/14/2018 00:00:00,home improvement,171,Expense
12/14/2018 00:00:00,groceries,2139,Expense
12/17/2018 00:00:00,food & dining,630,Expense
12/17/2018 00:00:00,gas & fuel,2001,Expense
12/17/2018 00:00:00,utilities,350,Expense
12/18/2018 00:00:00,shopping,4172,Expense
12/18/2018 00:00:00,restaurants,5652,Expense
12/18/2018 00:00:00,coffee shops,30,Expense
12/18/2018 00:00:00,credit card payment,31102,Expense
12/18/2018 00:00:00,shopping,4999,Expense
12/18/2018 00:00:00,shopping,243,Expense
12/19/2018 00:00:00,auto insurance,750,Expense
12/19/2018 00:00:00,shopping,4301,Expense
12/20/2018 00:00:00,credit card payment,46403,Expense
12/20/2018 00:00:00,gas & fuel,3038,Expense
12/21/2018 00:00:00,credit card payment,46403,Expense
12/21/2018 00:00:00,paycheck,20000,Expense
12/22/2018 00:00:00,fast food,2138,Expense
12/22/2018 00:00:00,home improvement,2214,Expense
12/23/2018 00:00:00,home improvement,280,Expense
12/24/2018 00:00:00,home improvement,384,Expense
12/26/2018 00:00:00,fast food,5607,Expense
12/26/2018 00:00:00,gas & fuel,3247,Expense
12/26/2018 00:00:00,gas & fuel,748,Expense
12/26/2018 00:00:00,internet,7599,Expense
12/26/2018 00:00:00,shopping,4499,Expense
12/28/2018 00:00:00,alcohol & bars,120,Expense
12/29/2018 00:00:00,alcohol & bars,140,Expense
12/29/2018 00:00:00,credit card payment,86005,Expense
12/29/2018 00:00:00,groceries,5504,Expense
01/01/2019 00:00:00,shopping,1309,Expense
01/02/2019 00:00:00,credit card payment,4996,Expense
01/03/2019 00:00:00,mortgage & rent,11000,Expense
01/03/2019 00:00:00,shopping,421,Expense
01/04/2019 00:00:00,paycheck,20000,Expense
01/05/2019 00:00:00,restaurants,2349,Expense
01/08/2019 00:00:00,utilities,450,Expense
01/09/2019 00:00:00,credit card payment,49145,Expense
01/09/2019 00:00:00,credit card payment,28184,Expense
01/09/2019 00:00:00,music,1069,Expense
01/10/2019 00:00:00,groceries,5879,Expense
01/10/2019 00:00:00,haircut,300,Expense
01/10/2019 00:00:00,mobile phone,650,Expense
01/14/2019 00:00:00,gas & fuel,2892,Expense
01/15/2019 00:00:00,groceries,606,Expense
01/16/2019 00:00:00,utilities,350,Expense
01/16/2019 00:00:00,utilities,600,Expense
01/18/2019 00:00:00,auto insurance,750,Expense
01/18/2019 00:00:00,paycheck,20000,Expense
01/21/2019 00:00:00,credit card payment,27799,Expense
01/22/2019 00:00:00,credit card payment,27799,Expense
01/24/2019 00:00:00,groceries,2106,Expense
01/24/2019 00:00:00,shopping,117,Expense
01/24/2019 00:00:00,shopping,421,Expense
01/25/2019 00:00:00,internet,750,Expense
01/31/2019 00:00:00,gas & fuel,3132,Expense
01/31/2019 00:00:00,credit card payment,19000,Expense
02/01/2019 00:00:00,paycheck,20000,Expense
02/01/2019 00:00:00,restaurants,947,Expense
02/01/2019 00:00:00,shopping,1309,Expense
02/04/2019 00:00:00,home improvement,8697,Expense
02/04/2019 00:00:00,television,1176,Expense
02/05/2019 00:00:00,mortgage & rent,11000,Expense
02/07/2019 00:00:00,utilities,650,Expense
02/08/2019 00:00:00,coffee shops,30,Expense
02/08/2019 00:00:00,restaurants,2747,Expense
02/09/2019 00:00:00,music,1069,Expense
02/11/2019 00:00:00,coffee shops,30,Expense
